Company,Sector,ESG Topic,Extracted Claim,Sentiment Score,Specificity Score,Greenwashing Risk Score,Doc,Page
acer-incorporated_2023,Unknown,GHG Emissions,"Stakeholder Communication
Industry Associations
Material Topics: Energy, Carbon Emissions and Climate Action
Industry associations play an important role in industry
consolidation, and can spur the development of Acer and the Participation in Taiwan Climate Partnership
industry more broadly.
The Taiwan Climate Partnership is a crucial organization for Taiwan's ICT industry in addressing climate change issues. The
organization's mission is to assist Taiwan's supply chains in aligning with international standards for green energy and carbon
Circular Economies and Innovation reduction. It aims to",0.982,0.45,0.838,acer-incorporated_2023.pdf,28
acer-incorporated_2023,Unknown,GHG Emissions,"Subsidiaries Product Description SDGs
Acer ITS’s Smart Parking Management System has the largest market share in Taiwan, with commercial sites in Tainan City, Taipei City, New Taipei City, and Zhunan Town. In recent
years, in response to the trend of electric vehicle development, and in response to the Acer Group's goal of ESG sustainability, the company has pioneered the integration of
charging piles into its on-street parking billing equipment, and has already successfully deployed more than 24 piles in Tainan City.
The smart on-street parking charging stations have the following features:
•",1.0,0.45,0.692,acer-incorporated_2023.pdf,89
acer-incorporated_2023,Unknown,GHG Emissions,"Emerging Risks Risk Description Potential Impact Responsive Measures
Green Inflation Green inflation refers to the increase in prices caused by factors such as rising Inflation refers to the phenomenon of a continuous increase in the overall price level. • Real-time production and sales reports and alerts.
production costs and disruptions in the supply chain during the process of promoting It has several impacts on the operations of companies in the technology industry, • Improving component interoperability.
Risk level – medium-high green transformation. The potential risks of green inflation",0.0,0.42,0.434,acer-incorporated_2023.pdf,45
acer-incorporated_2023,Unknown,GHG Emissions,"Environment Social Governance
Impact Assessment Boundaries of Impact Internal and external
stakeholders Management
Ranking Material Topics Topics Description Upstream Regional Downstream
Positive ImpactsImpacts Negative Impacts supply Headquarters Headquarters/ products and affected by the Method
chain Subsidiary services impact/effect
Information Security:
Information Security:
Ensure the confidentiality,
We improve our information security management Geopolitical influence and
integrity, availability and
system, including the establishment of policies, legality of information, and surge in c",0.982,0.38,0.738,acer-incorporated_2023.pdf,20
acer-incorporated_2023,Unknown,GHG Emissions,"Acer's Risk Appetite Summary
Acer's Risk Appetite Summary
Risk Appetite Low risk Medium-low risk Medium risk Medium-high risk High risk Example
Level (RAL) appetite (1) appetite (2) appetite (3) appetite (4) appetite (5)
Type of risk Primary business activities Strategic risk: Mainly includes innovation, research and development, investment and M&A, brand reputation and protection of
intellectual property
Innovation, research and
Strategic development • ""Innovation, research and development"" falls in the scope of medium risk appetite. Acer is committed to pursuing innovation and
risk Brand/rep",0.0,0.36,0.624,acer-incorporated_2023.pdf,43
acer-incorporated_2023,Unknown,GHG Emissions,"Employee Benefits offered by Taiwan Headquarters Employee Welfare at Working Locations Worldwide
Recreation and entertainment benefits Family or Parenting Support Measures
Acer has many office locations around the world and takes advantage of various holidays, including Easter, New Year's, Father's Day,
Acer Inc. actively promotes a wide range of welfare activities, such as Family Day, educational and experiential trips, festivals, movies, Mother's Day, Children's Day, etc., to provide gifts to colleagues, allowing them to bring the gifts home and share the festive spirit with
arts and culture",0.953,0.33,0.873,acer-incorporated_2023.pdf,115
acer-incorporated_2023,Unknown,GHG Emissions,"Innovations for the Environment and Society: Conscious Technology
As a human-centric company, our mission is clear – driving the development and innovation of ""Conscious Technology"" with humans at heart and the planet in mind.
Learning: Accelerating Net-Zero Education Moving: Propelling Renewable Mobility
Less Waste Eco-Conscious Devices Digital School E-Mobility Smart Parking
Designed with sustainability in The Vero Notebook boasts Our devices incorporate smart E-scooters offer eco-friendly travel options; AI-driven e-bike Our smart parking meter
mind, our Acer for Education green packaging, ",0.982,0.27,0.826,acer-incorporated_2023.pdf,86
acer-incorporated_2023,Unknown,GHG Emissions,"Risk Management
Acer's corporate philosophy is based on the ultimate goal of “sustainable development."" We believe that rigorous and pragmatic Acer Risk Management Organization Chart
risk management not only reflects Acer's persistent commitment to our customers, employees, supply chain partners and
investors, but also to our long-term commitment to ensuring sound business performance and compliance of corporate social
responsibility. It is also a concrete act of ensuring sound business performance and fulfilling corporate social responsibility. The Board of Directors/
Report
relationship betw",0.0,0.18,0.612,acer-incorporated_2023.pdf,39
acer-incorporated_2023,Unknown,GHG Emissions,"United Nations Global Compact Comparison Table
Category 10 Principles Report Content/Explanation
Businesses should support and respect the
Acer supports and respects internationally recognized human rights.
protection of internationally proclaimed
Please refer to the “Protecting Human Rights” section of this report and the Acer Human Rights Policy.
Human human rights
Rights
Responsible sourcing of minerals is an important ongoing concern for Acer. It is our responsibility to respect human rights and continuously improve
Make sure that they are not complicit in
the impacts of our business devel",0.5,0.18,0.737,acer-incorporated_2023.pdf,152
acer-incorporated_2023,Unknown,Labor Practices,"Topic Code Accounting Metric Disclosure Content and Relevant Chapters External Assurance
• Non-Compliance Rates for RBA Code of Conduct Audits
Health and Management
Labor Environmental Ethics
Safety System
Nonconformance 10.4% 5.9% 2.1% 0.7% 1.4%
Tier 1 suppliers' (1) non-conformance rate with the RBA Validated rate
Supply Chain Audit Process (VAP) or equivalent, and (2) associated corrective
TC-HW-430a.2 Assured by SGS
Management action rate for (a)priority non-conformances and (b) other non-
• Corrective Action Rate
conformance
In the 2023, tracking statistics were conducted for the VAP audi",0.269,0.73,0.212,acer-incorporated_2023.pdf,150
acer-incorporated_2023,Unknown,Labor Practices,"Employee Engagement Surveys
Our Global Human Resources Department conducted a 2023 Employee Engagement Surveys from January to February 2024 to understand the organizational climate and to conduct in-depth 100% 100% 100%
77%
communications and interviews to address key issues and develop improvement plans.
The global employee engagement surveys covers six dimensions. In 2024, Employee Engagement Surveys reached a response rate of 73%, a decrease of 7% from last year. In addition, 77% of our 74% 73% 73%
71%
global workforce are actively engaged with the company, a decrease of 1.2% from last yea",0.993,0.68,0.75,acer-incorporated_2023.pdf,107
